Unnamed: 0,cell_type,pt_root_id,pt_x,pt_y,pt_z
43205,6P-IT,864691136039390718,316096,225824,18569
43206,6P-IT,864691135538093938,317040,233376,18512
43207,6P-CT,864691135737506417,318336,238288,18007
43208,6P-IT,864691136328911338,318624,240560,18776
43209,6P-IT,864691135446637908,320608,238144,18320
43210,6P-IT,864691136951595999,321392,233296,18330
43211,6P-IT,864691135162244653,323536,227216,18204
43212,6P-CT,864691135807237917,311696,226352,19291
43213,6P-IT,864691135341010373,312176,226320,18930
43214,6P-IT,864691135732041108,312176,234656,18892
43215,6P-IT,864691135345151135,313216,241856,18891
43216,6P-IT,864691135614143435,314240,227824,19014
43217,6P-IT,864691135468166738,315264,240992,19295
43218,6P-IT,864691135909755561,316064,237600,19343
43219,6P-CT,864691135883905648,292176,243376,22185
43220,6P-CT,864691135373743689,278672,243056,22803
43221,6P-IT,864691135472041522,279104,248400,23162
43222,6P-IT,864691135462256285,279200,250352,23240
43223,6P-IT,864691135725618495,281040,246464,23066
43224,6P-IT,864691135155528548,282192,241728,23087
43225,6P-CT,864691135926564705,284000,252288,22886
43226,6P-CT,864691135462714174,286128,245120,22686
43228,6P-IT,864691135508719625,287088,256448,23002
43229,6P-IT,864691136056337880,288672,246784,23172
43230,6P-CT,864691136723590397,288768,254160,23318
43231,5P-NP,864691135945559242,290256,255344,22941
43232,6P-CT,864691136309649754,289936,245824,22926
43233,6P-CT,864691135735068564,293440,253184,23182
43234,6P-IT,864691135761540918,294592,243536,22695
43236,6P-CT,864691135535463154,294624,241184,22687
43238,6P-CT,864691135467550604,279184,245744,23747
43239,6P-CT,864691135737567380,280304,253680,23548
43240,6P-IT,864691135358852696,281024,249744,23898
43241,6P-IT,864691135737477745,281088,246816,23825
43242,6P-CT,864691135689332676,283408,252512,23753
43243,6P-IT,864691135526089563,283920,247136,23736
43244,6P-CT,864691135012925334,286048,245760,23552
43245,6P-CT,864691135614133707,288128,243488,23433
43247,5P-ET,864691135385234005,290352,253552,23709
43248,6P-CT,864691136143392820,290608,251456,23589
43249,6P-CT,864691135748562729,289568,258112,23692
43250,6P-IT,864691135753622733,291280,241760,23580
43251,6P-CT,864691135632820164,292368,250784,23450
43253,6P-CT,864691136371115912,319552,231920,18238
43254,6P-IT,864691136124054822,326880,226304,18129
43256,6P-CT,864691135122663719,290736,248544,22881
43257,6P-CT,864691135697659413,313584,227296,19430
43258,6P-IT,864691135490477159,316560,230592,19352
43259,6P-IT,864691136020701688,290400,255712,23653
43260,6P-CT,864691135841352675,322704,232064,18732
43261,6P-IT,864691136109205688,315504,232416,19473
43262,6P-IT,864691136266748660,288880,244544,22645
43263,6P-IT,864691135415989690,314416,230384,19084
43264,6P-IT,864691137197322305,286512,249072,22800
43265,6P-CT,864691136952165087,282528,252624,24084
43266,6P-CT,864691136548041122,294144,246608,23698
43267,6P-CT,864691136143362100,278416,242064,24191
43268,6P-CT,864691135501769458,280320,247312,24532
43269,6P-CT,864691135776552288,280928,242064,24891
43270,6P-CT,864691135567733484,281792,252496,24388
43271,6P-CT,864691136031705275,282256,255968,24512
43272,6P-CT,864691136143385396,283088,255840,24180
43273,6P-IT,864691135386383745,283856,249424,24461
43274,6P-CT,864691135699265314,286080,247856,24552
43275,6P-IT,864691135446620244,289680,253984,24599
43276,6P-CT,864691135866391318,289504,245312,24609
43277,6P-CT,864691135181715970,289184,248832,24865
43278,6P-CT,864691135113143449,290240,252464,24244
43279,6P-CT,864691135952003619,291760,243920,24768
43280,6P-IT,864691135644701167,292384,243712,24240
43281,6P-IT,864691135385301589,292416,253728,24623
43282,6P-IT,864691135753630925,294384,255712,24534
43283,6P-CT,864691135666070980,279536,242352,25289
43284,6P-CT,864691136039383806,281936,248256,25614
43285,6P-CT,864691135841053155,282160,244480,24953
43286,6P-IT,864691135683295636,282880,252240,25082
43287,6P-IT,864691136865156974,284672,248896,25284
43288,6P-IT,864691135081731319,285584,243200,25402
43289,6P-IT,864691135515405810,285936,246848,25244
43290,6P-CT,864691135272160785,287904,251152,25384
43291,6P-IT,864691135373726793,289840,246496,25587
43292,6P-IT,864691135617744271,290720,244448,25458
43293,6P-CT,864691136010971043,294240,248704,25101
43294,6P-CT,864691136916917614,279792,243040,26048
43295,6P-CT,864691135064995140,280704,243136,26271
43297,6P-CT,864691136194026454,282752,245264,25854
43298,6P-IT,864691137196889921,286912,250304,26097
43299,5P-ET,864691136084060780,290976,245888,26304
43300,6P-CT,864691135753584845,291152,245120,26099
43301,6P-IT,864691136065254808,291840,243232,25892
43302,6P-CT,864691135680162196,294624,254384,25843
43303,6P-CT,864691135583725688,294560,245968,25803
43304,6P-IT,864691135274080997,285648,241952,26588
43305,6P-IT,864691135081637623,286240,245840,26531
43306,6P-IT,864691136903032754,286416,249264,26718
43307,6P-IT,864691135562455282,288576,245840,26576
43308,6P-IT,864691136175001094,289968,242080,26545
43309,6P-CT,864691136915678574,293968,245664,26714
43310,6P-CT,864691135785659332,279696,245872,26173
43312,6P-CT,864691135122663463,287792,247472,24409
43313,6P-CT,864691136966024142,281904,251360,26406
43314,6P-IT,864691136032028347,286624,253504,24742
43316,6P-IT,864691136194411990,291424,248784,25591
43317,6P-IT,864691136329294058,289840,242048,25328
43318,6P-CT,864691135841377763,287360,243808,24876
43319,6P-CT,864691135682086292,320848,258768,24958
43321,23P,864691136521786001,158112,110064,26742
43323,4P,864691135272316945,201232,150896,21488
43324,5P-NP,864691135012772342,205360,206256,21668
43325,6P-IT,864691135644959471,305248,215056,23420
43326,5P-IT,864691136051145971,180016,204592,22798
43327,5P-IT,864691135884229232,117952,194608,24271
43328,5P-IT,864691136050834931,290528,214432,24377
43329,6P-CT,864691135807341597,290352,221216,24907
43330,6P-IT,864691136010976675,291968,214000,24712
43331,6P-IT,864691135680393156,291840,211568,24521
43332,6P-CT,864691135210022336,279200,213440,25202
43333,6P-CT,864691136917529198,279024,224080,25185
43334,6P-CT,864691135486337988,280160,217424,25211
43335,6P-IT,864691135703533204,282336,218704,25476
43336,5P-ET,864691135631751108,283408,215680,25700
43337,6P-CT,864691136882868334,285696,216576,25281
43338,6P-CT,864691136915693678,287712,221696,25102
43339,6P-CT,864691135740435563,147456,267680,21234
43340,6P-CT,864691135939433729,289456,224768,25381
43341,6P-IT,864691135730198969,289968,215600,25511
43342,6P-IT,864691135490457447,287808,212560,25308
43344,6P-CT,864691135415984314,292624,218368,24803
43346,6P-IT,864691135739597716,290000,223280,25649
43347,6P-CT,864691136194200040,290960,218576,24911
43348,6P-CT,864691135703535252,290576,216176,25676
43349,6P-IT,864691135508681225,293344,224976,25383
43350,6P-IT,864691136672639879,293104,219664,25642
43351,6P-IT,864691135360147527,278608,219328,26040
43352,6P-IT,864691135467585932,279120,216672,25911
43354,6P-IT,864691136008440492,281536,215664,26068
43355,6P-IT,864691135866431510,283040,218496,26440
43356,6P-CT,864691136868135278,284864,215872,26325
43357,6P-CT,864691135181728258,285904,214592,26116
43358,6P-IT,864691135525736434,287664,222544,26307
43359,6P-IT,864691135777105597,288320,211968,25788
43360,6P-IT,864691135777107645,288544,219072,25994
43361,6P-IT,864691135212646528,288976,223840,26124
43362,6P-IT,864691136568735906,289200,216336,26090
43363,6P-IT,864691135663541444,291488,212064,26379
43364,6P-CT,864691135644702191,291952,214800,26041
43365,6P-CT,864691135709739668,291856,225008,25938
43366,6P-IT,864691135716005268,293264,215264,26312
43367,6P-CT,864691135909790633,294192,224000,26140
43368,6P-IT,864691136010930339,294080,224896,26327
43369,6P-IT,864691135181772290,294256,219488,26055
43370,5P-NP,864691135064996164,280432,221440,26874
43371,6P-CT,864691136888023662,280368,225856,26581
43372,6P-IT,864691135480323780,281888,216400,26828
43374,6P-IT,864691136951566815,283360,221456,26729
43375,6P-CT,864691136039357694,284576,218208,26607
43376,5P-IT,864691135630310340,288784,216432,26844
43377,6P-CT,864691136594499490,293920,219168,26752
43378,6P-IT,864691135560524513,294560,210640,26515
43380,6P-IT,864691136031637691,280336,229312,15681
43381,6P-IT,864691136008404652,281824,228560,15496
43382,6P-IT,864691135497282741,282608,233920,15304
43383,6P-IT,864691135571288357,283904,233536,15704
43384,6P-IT,864691135341159857,290736,227664,15303
43385,6P-IT,864691135945439780,291376,228080,15545
43386,6P-IT,864691136099837301,282144,227040,15969
43387,6P-IT,864691136922735844,282864,231472,15946
43388,6P-IT,864691135926313684,283344,228464,16432
43389,6P-IT,864691136884176494,284320,239504,15782
43390,6P-IT,864691136174980614,284976,228448,16273
43391,6P-CT,864691135560511969,284992,234416,16022
43392,6P-IT,864691135463530565,285600,235136,16419
43393,6P-IT,864691135291745974,285680,240480,16428
43394,6P-IT,864691135501555010,287488,231392,16424
43395,6P-IT,864691135683924663,288816,235312,16312
43396,6P-IT,864691136973682204,288944,226176,15796
43397,6P-IT,864691135994557866,291552,231280,16394
43398,6P-IT,864691136208995004,291888,227248,16481
43399,6P-IT,864691135345096863,292576,235920,16396
43400,6P-CT,864691135502030261,293056,238304,16410
43402,6P-IT,864691135989523914,294624,227584,16196
43403,6P-CT,864691135715245594,278896,236512,16883
43404,6P-IT,864691136521602193,280784,233168,17159
43405,6P-IT,864691135135002905,286544,240064,16232
43406,6P-IT,864691135494398096,286480,216144,25800
43407,6P-IT,864691136118770200,287120,213392,26563
43408,6P-IT,864691136286848963,278720,209744,26686
43410,6P-IT,864691135571145453,278784,233312,15717
43412,6P-IT,864691136877059438,281648,232480,16775
43413,6P-IT,864691136108753848,282336,230048,16701
43414,6P-IT,864691135081755127,282880,238768,16687
43415,6P-IT,864691135700224123,283056,227104,16549
43416,6P-IT,864691135672139716,284480,235232,17194
43417,6P-IT,864691136903028914,285872,236256,16780
43418,6P-IT,864691135104030029,287136,237920,16702
43419,6P-IT,864691135567762668,287440,227808,17124
43420,6P-IT,864691135946634849,290112,233312,17044
43421,6P-IT,864691136601562577,291552,231552,17083
43422,6P-IT,864691136723353853,292768,234240,17191
43423,6P-IT,864691135951960867,294352,239808,16651
43424,6P-IT,864691135975472195,279648,240864,17331
43425,6P-IT,864691135494077584,280176,229296,17257
43426,6P-CT,864691136050876659,280304,227616,17398
43427,6P-CT,864691136134433163,280448,233584,17818
43428,6P-IT,864691136922785764,280960,237680,17350
43429,6P-IT,864691135373753161,280960,235504,17465
43430,6P-IT,864691135866432790,281232,231904,17339
43431,6P-CT,864691136309704282,281792,239472,17883
43432,6P-IT,864691135546415346,283904,225872,17355
43433,6P-CT,864691137196922945,285008,230864,17286
43434,6P-IT,864691135012540406,286112,239232,17449
43435,6P-IT,864691136194105558,288672,235728,17417
43436,6P-CT,864691136388571408,289056,238592,17604
43437,6P-IT,864691135488236602,289488,227248,17679
43438,6P-IT,864691135761550902,290496,230144,17726
43439,6P-IT,864691135994520778,291328,239664,17944
43440,6P-IT,864691135472071730,291520,228144,17980
43441,6P-IT,864691135501585730,293360,238384,17600
43442,6P-CT,864691135503753458,278576,235184,18381
43443,6P-CT,864691135322997148,281184,231392,18529
43444,6P-IT,864691135502066357,282016,228896,18430
43445,6P-IT,864691135771650811,283984,233792,18467
43446,6P-IT,864691135654104514,284176,232384,18089
43447,6P-IT,864691134884764154,285600,240240,18173
43448,6P-IT,864691135918351536,286800,231456,18683
43449,6P-CT,864691135864717020,288816,231648,18597
43450,6P-CT,864691135538145906,289152,231776,18108
43451,6P-IT,864691135360142407,289520,239504,18610
43452,6P-IT,864691136916716654,290944,228240,18512
43453,6P-IT,864691135113150105,291152,225744,18733
43454,6P-IT,864691136194187752,291456,234448,18354
43455,6P-IT,864691136618413709,291376,230272,18455
43456,6P-IT,864691135462714430,293040,226816,18681
43457,6P-IT,864691135360108359,294656,238176,18044
43459,6P-IT,864691135428501040,280016,234096,19164
43460,6P-CT,864691135736935812,280848,226400,19148
43461,6P-IT,864691135952058147,281072,232128,18819
43462,6P-IT,864691135994552234,281200,230256,19204
43463,6P-CT,864691135366960121,281856,237152,19368
43464,6P-IT,864691135274074597,282032,228400,19344
43465,6P-IT,864691135502708722,283552,232240,18898
43466,6P-CT,864691134988381562,284944,229552,19510
43468,6P-CT,864691135807250461,285888,238048,19191
43469,6P-IT,864691135445549202,286064,233616,18997
43470,6P-CT,864691137196890177,286192,233920,19230
43471,6P-CT,864691135638973499,287408,230096,19250
43472,6P-IT,864691135428542768,288144,240816,18945
43473,6P-IT,864691135207783289,288592,236752,18853
43474,6P-CT,864691136194036694,288864,238336,19075
43475,6P-IT,864691136237529660,289392,234464,19361
43476,6P-IT,864691136023841081,289328,232784,19417
43477,6P-IT,864691135807339293,290192,225632,19230
43478,6P-IT,864691135122308647,290640,238912,19081
43479,6P-CT,864691135385363797,291376,228288,19097
43480,6P-IT,864691134947404028,292448,236000,19423
43481,6P-IT,864691136990003605,292800,227984,18948
43482,6P-CT,864691135354965455,293712,235296,18843
43483,6P-CT,864691136236681999,278928,234816,20019
43484,6P-CT,864691135809515980,278880,236592,19765
43485,6P-CT,864691135585166204,280576,240768,19709
43486,6P-IT,864691136436725918,293056,235520,17523
43489,6P-IT,864691135777486269,294784,225840,18262
43490,6P-IT,864691135065284164,288368,230928,17576
43491,6P-CT,864691135939928230,290000,236176,18726
43492,6P-CT,864691136379117525,281824,235312,18705
43493,6P-IT,864691136286849731,293296,232432,18168
43495,6P-CT,864691135494426768,280176,234080,19734
43496,6P-CT,864691135687226336,282944,236912,17649
43497,6P-IT,864691135571144685,282128,241568,17010
43498,6P-IT,864691135132973216,285792,239312,18586
43499,6P-CT,864691135501902402,279632,226880,19301
43500,6P-IT,864691135516224723,282480,234432,19473
43501,6P-CT,864691135939285505,280640,227248,19751
43502,6P-IT,864691135113196441,281200,240544,20299
43503,6P-IT,864691135758472270,281392,226256,20281
43504,6P-CT,864691135155543140,282784,227456,19611
43505,6P-IT,864691136194308684,283072,237552,20012
43506,6P-IT,864691135354911183,284128,230400,19680
43507,6P-IT,864691135269730213,284384,234544,20278
43508,6P-IT,864691136226970705,285376,237424,19950
43510,6P-IT,864691135527729650,287440,233824,20097
43511,6P-IT,864691136050834419,288752,241360,20200
43512,6P-CT,864691135322997660,290256,227104,20126
43514,6P-CT,864691136672661127,292688,231712,19923
43515,6P-CT,864691135953766152,292896,238960,19531
43516,6P-CT,864691136422831151,293936,240592,19653
43517,6P-CT,864691136422841391,278704,231984,20469
43518,6P-CT,864691135337691622,278896,229600,20464
43519,6P-CT,864691135373629513,280048,241056,20555
43520,6P-CT,864691135341068741,280944,226800,21025
43521,6P-CT,864691135386410881,281968,231888,20917
43522,6P-CT,864691135293086220,282928,232832,20675
43524,6P-CT,864691135736887940,284912,231264,20521
43525,6P-IT,864691135754544594,285856,240544,20679
43526,6P-CT,864691136973718300,287936,229760,20671
43527,6P-CT,864691136915576430,288080,240432,21025
43528,6P-IT,864691135974445935,289104,232224,20492
43529,6P-CT,864691135396390689,289040,235024,21001
43530,6P-IT,864691135497626131,289104,230896,21027
43531,6P-CT,864691135683226610,290544,239920,20460
43532,6P-IT,864691136990014613,290928,233568,20783
43533,6P-IT,864691136618402701,291200,228544,21080
43534,6P-CT,864691135925566990,292544,236320,20640
43535,6P-IT,864691135692746175,294000,227824,21052
43536,6P-IT,864691135988308224,294288,240544,20317
43537,6P-IT,864691135385303125,294448,230432,20505
43538,6P-IT,864691135322996380,278528,229328,21380
43539,6P-CT,864691135510474192,278704,235344,21680
43540,6P-IT,864691136883520878,279024,226080,21672
43541,6P-IT,864691135651249348,280464,232208,21471
43542,6P-IT,864691135274134245,280592,240912,21464
43543,6P-CT,864691135986903811,280960,235056,21596
43544,6P-CT,864691135490225255,282192,239248,21186
43545,6P-CT,864691134964431135,282432,235648,21372
43547,6P-CT,864691136574176930,285136,225760,21790
43548,6P-CT,864691135865577605,285632,235968,21475
43549,6P-CT,864691136925385290,286576,231536,21678
43550,6P-CT,864691135974420591,287504,231168,21478
43551,6P-CT,864691136209037756,288240,229952,21312
43552,6P-CT,864691135468163410,287760,225488,21845
43553,6P-IT,864691135776559200,288816,237776,21536
43554,6P-CT,864691135322986140,289216,228160,21464
43556,6P-CT,864691135132682400,291248,235360,21091
